Political party;Region;Number of people
Only name for person not electable or uncertain unofficial letter;5. FAXE;7
Only name for person not electable or uncertain unofficial letter;6. KØGE;3
Only name for person not electable or uncertain unofficial letter;7. GREVE;6
Only name for person not electable or uncertain unofficial letter;8. ROSKILDE;0
Only name for person not electable or uncertain unofficial letter;9. HOLBÆK;9
Only name for person not electable or uncertain unofficial letter;10. KALUNDBORG;6
Only name for person not electable or uncertain unofficial letter;11. RINGSTED;4
Only name for person not electable or uncertain unofficial letter;12. SLAGELSE;6
Only name for person not electable or uncertain unofficial letter;FYNS STORKREDS;53
Only name for person not electable or uncertain unofficial letter;1. ODENSE ØST;4
Only name for person not electable or uncertain unofficial letter;2. ODENSE VEST;10
Only name for person not electable or uncertain unofficial letter;3. ODENSE SYD;3
Only name for person not electable or uncertain unofficial letter;4. ASSENS;3
Only name for person not electable or uncertain unofficial letter;5. MIDDELFART;14
Only name for person not electable or uncertain unofficial letter;6. NYBORG;9
Only name for person not electable or uncertain unofficial letter;7. SVENDBORG;6
Only name for person not electable or uncertain unofficial letter;8. FAABORG;4
Only name for person not electable or uncertain unofficial letter;SYDJYLLANDS STORKREDS;52
Only name for person not electable or uncertain unofficial letter;1. SØNDERBORG;4
Only name for person not electable or uncertain unofficial letter;2. AABENRAA;3
Only name for person not electable or uncertain unofficial letter;3. TØNDER;2
Only name for person not electable or uncertain unofficial letter;4. ESBJERG BY;4
Only name for person not electable or uncertain unofficial letter;5. ESBJERG OMEGN;1
Only name for person not electable or uncertain unofficial letter;6. VARDE;1
Only name for person not electable or uncertain unofficial letter;7. VEJEN;5
Only name for person not electable or uncertain unofficial letter;8. VEJLE NORD;3
Only name for person not electable or uncertain unofficial letter;9. VEJLE SYD;6
Only name for person not electable or uncertain unofficial letter;10. FREDERICIA;11
Only name for person not electable or uncertain unofficial letter;11. KOLDING NORD;3
Only name for person not electable or uncertain unofficial letter;12. KOLDING SYD;2
Only name for person not electable or uncertain unofficial letter;13. HADERSLEV;7
Only name for person not electable or uncertain unofficial letter;MIDTJYLLAND-NORDJYLLAND;151
Only name for person not electable or uncertain unofficial letter;ØSTJYLLANDS STORKREDS;69
Only name for person not electable or uncertain unofficial letter;1. ÅRHUS SYD;4
Only name for person not electable or uncertain unofficial letter;2. ÅRHUS VEST;6
Only name for person not electable or uncertain unofficial letter;3. ÅRHUS NORD;5
Only name for person not electable or uncertain unofficial letter;4. ÅRHUS ØST;7
Only name for person not electable or uncertain unofficial letter;5. DJURS;15
Only name for person not electable or uncertain unofficial letter;6. RANDERS NORD;9
Only name for person not electable or uncertain unofficial letter;7. RANDERS SYD;5
Only name for person not electable or uncertain unofficial letter;8. FAVRSKOV;0
Only name for person not electable or uncertain unofficial letter;9. SKANDERBORG;5
Only name for person not electable or uncertain unofficial letter;10. HORSENS;6
Only name for person not electable or uncertain unofficial letter;11. HEDENSTED;7
Only name for person not electable or uncertain unofficial letter;VESTJYLLANDS STORKREDS;43
Only name for person not electable or uncertain unofficial letter;9. HERNING NORD;2
Only name for person not electable or uncertain unofficial letter;10. HOLSTEBRO;10
Only name for person not electable or uncertain unofficial letter;11. RINGKØBING;6
Only name for person not electable or uncertain unofficial letter;1. STRUER;7
Only name for person not electable or uncertain unofficial letter;2. SKIVE;3
Only name for person not electable or uncertain unofficial letter;3. VIBORG VEST;1
Only name for person not electable or uncertain unofficial letter;4. VIBORG ØST;4
Only name for person not electable or uncertain unofficial letter;5. SILKEBORG NORD;1
Only name for person not electable or uncertain unofficial letter;6. SILKEBORG SYD;3
Only name for person not electable or uncertain unofficial letter;7. IKAST;5
Only name for person not electable or uncertain unofficial letter;8. HERNING SYD;1
Only name for person not electable or uncertain unofficial letter;NORDJYLLANDS STORKREDS;39
Only name for person not electable or uncertain unofficial letter;1. FREDERIKSHAVN;1
Only name for person not electable or uncertain unofficial letter;2. HJØRRING;3
Only name for person not electable or uncertain unofficial letter;3. BRØNDERSLEV;2
Only name for person not electable or uncertain unofficial letter;4. THISTED;8
Only name for person not electable or uncertain unofficial letter;5. HIMMERLAND;10
Only name for person not electable or uncertain unofficial letter;6. MARIAGERFJORD;1
Only name for person not electable or uncertain unofficial letter;7. AALBORG ØST;4
Only name for person not electable or uncertain unofficial letter;8. AALBORG VEST;6
Only name for person not electable or uncertain unofficial letter;9. AALBORG NORD;4
Only unofficial letter (one letter);All DENMARK;311
Only unofficial letter (one letter);HOVEDSTADEN;100
Only unofficial letter (one letter);KØBENHAVNS STORKREDS;38
Only unofficial letter (one letter);1. ØSTERBRO;7
Only unofficial letter (one letter);2. SUNDBYVESTER;7
Only unofficial letter (one letter);3. INDRE BY;1
Only unofficial letter (one letter);4. SUNDBYØSTER;2
Only unofficial letter (one letter);5. NØRREBRO;1
Only unofficial letter (one letter);6. BISPEBJERG;7
Only unofficial letter (one letter);7. BRØNSHØJ;1
Only unofficial letter (one letter);8. VALBY;3
Only unofficial letter (one letter);9. VESTERBRO;0
Only unofficial letter (one letter);10. FALKONER;6
Only unofficial letter (one letter);11. SLOTS;2
Only unofficial letter (one letter);12. TÅRNBY;1
Only unofficial letter (one letter);KØBENHAVNS OMEGNS STORKREDS;30
Only unofficial letter (one letter);1. GENTOFTE;4
Only unofficial letter (one letter);2. LYNGBY;7
Only unofficial letter (one letter);3. GLADSAXE;6
Only unofficial letter (one letter);4. RØDOVRE;3
Only unofficial letter (one letter);5. HVIDOVRE;1
Only unofficial letter (one letter);6. BRØNDBY;1
Only unofficial letter (one letter);7. TAASTRUP;2
Only unofficial letter (one letter);8. BALLERUP;6
Only unofficial letter (one letter);NORDSJÆLLANDS STORKREDS;31
Only unofficial letter (one letter);1. HELSINGØR;6
Only unofficial letter (one letter);2. FREDENSBORG;3
Only unofficial letter (one letter);3. HILLERØD;1
Only unofficial letter (one letter);4. FREDERIKSSUND;10
Only unofficial letter (one letter);5. EGEDAL;4
Only unofficial letter (one letter);6. RUDERSDAL;7
Only unofficial letter (one letter);BORNHOLMS STORKREDS;1
Only unofficial letter (one letter);1. RØNNE;0
Only unofficial letter (one letter);2. AAKIRKEBY;1
Only unofficial letter (one letter);SJÆLLAND-SYDDANMARK;139
Only unofficial letter (one letter);SJÆLLANDS STORKREDS;57
Only unofficial letter (one letter);1. LOLLAND;2
Only unofficial letter (one letter);2. GULDBORGSUND;3
Only unofficial letter (one letter);3. VORDINGBORG;3
Only unofficial letter (one letter);4. NÆSTVED;4
Only unofficial letter (one letter);5. FAXE;3
Only unofficial letter (one letter);6. KØGE;5
Only unofficial letter (one letter);7. GREVE;10
Only unofficial letter (one letter);8. ROSKILDE;4
Only unofficial letter (one letter);9. HOLBÆK;8
Only unofficial letter (one letter);10. KALUNDBORG;7
Only unofficial letter (one letter);11. RINGSTED;2
Only unofficial letter (one letter);12. SLAGELSE;6
Only unofficial letter (one letter);FYNS STORKREDS;40
Only unofficial letter (one letter);1. ODENSE ØST;7
Only unofficial letter (one letter);2. ODENSE VEST;6
Only unofficial letter (one letter);3. ODENSE SYD;4
Only unofficial letter (one letter);4. ASSENS;5
Only unofficial letter (one letter);5. MIDDELFART;5
Only unofficial letter (one letter);6. NYBORG;5
Only unofficial letter (one letter);7. SVENDBORG;4
Only unofficial letter (one letter);8. FAABORG;4
Only unofficial letter (one letter);SYDJYLLANDS STORKREDS;42
Only unofficial letter (one letter);1. SØNDERBORG;5
Only unofficial letter (one letter);2. AABENRAA;2
Only unofficial letter (one letter);3. TØNDER;1
Only unofficial letter (one letter);4. ESBJERG BY;4
Only unofficial letter (one letter);5. ESBJERG OMEGN;1
Only unofficial letter (one letter);6. VARDE;4
Only unofficial letter (one letter);7. VEJEN;5
Only unofficial letter (one letter);8. VEJLE NORD;1
Only unofficial letter (one letter);9. VEJLE SYD;9
Only unofficial letter (one letter);10. FREDERICIA;5
Only unofficial letter (one letter);11. KOLDING NORD;0
Only unofficial letter (one letter);12. KOLDING SYD;3
Only unofficial letter (one letter);13. HADERSLEV;2
Only unofficial letter (one letter);MIDTJYLLAND-NORDJYLLAND;72
Only unofficial letter (one letter);ØSTJYLLANDS STORKREDS;35
Only unofficial letter (one letter);1. ÅRHUS SYD;3
Only unofficial letter (one letter);2. ÅRHUS VEST;3
Only unofficial letter (one letter);3. ÅRHUS NORD;8
Only unofficial letter (one letter);4. ÅRHUS ØST;3
Only unofficial letter (one letter);5. DJURS;2
Only unofficial letter (one letter);6. RANDERS NORD;3
Only unofficial letter (one letter);7. RANDERS SYD;1
Only unofficial letter (one letter);8. FAVRSKOV;1
Only unofficial letter (one letter);9. SKANDERBORG;5
Only unofficial letter (one letter);10. HORSENS;3
Only unofficial letter (one letter);11. HEDENSTED;3
Only unofficial letter (one letter);VESTJYLLANDS STORKREDS;21
Only unofficial letter (one letter);9. HERNING NORD;3
Only unofficial letter (one letter);10. HOLSTEBRO;6
Only unofficial letter (one letter);11. RINGKØBING;1
Only unofficial letter (one letter);1. STRUER;3
Only unofficial letter (one letter);2. SKIVE;0
Only unofficial letter (one letter);3. VIBORG VEST;1
Only unofficial letter (one letter);4. VIBORG ØST;2
Only unofficial letter (one letter);5. SILKEBORG NORD;1
Only unofficial letter (one letter);6. SILKEBORG SYD;3
Only unofficial letter (one letter);7. IKAST;0
Only unofficial letter (one letter);8. HERNING SYD;1
Only unofficial letter (one letter);NORDJYLLANDS STORKREDS;16
Only unofficial letter (one letter);1. FREDERIKSHAVN;0
Only unofficial letter (one letter);2. HJØRRING;1
Only unofficial letter (one letter);3. BRØNDERSLEV;3
Only unofficial letter (one letter);4. THISTED;1
Only unofficial letter (one letter);5. HIMMERLAND;4
Only unofficial letter (one letter);6. MARIAGERFJORD;2
Only unofficial letter (one letter);7. AALBORG ØST;3
Only unofficial letter (one letter);8. AALBORG VEST;2
Only unofficial letter (one letter);9. AALBORG NORD;0
Only uncertain unofficial letter (more than one letter);All DENMARK;97
Only uncertain unofficial letter (more than one letter);HOVEDSTADEN;32
Only uncertain unofficial letter (more than one letter);KØBENHAVNS STORKREDS;17
Only uncertain unofficial letter (more than one letter);1. ØSTERBRO;0
Only uncertain unofficial letter (more than one letter);2. SUNDBYVESTER;1
Only uncertain unofficial letter (more than one letter);3. INDRE BY;0
Only uncertain unofficial letter (more than one letter);4. SUNDBYØSTER;0
Only uncertain unofficial letter (more than one letter);5. NØRREBRO;3
Only uncertain unofficial letter (more than one letter);6. BISPEBJERG;0
Only uncertain unofficial letter (more than one letter);7. BRØNSHØJ;0
Only uncertain unofficial letter (more than one letter);8. VALBY;3
Only uncertain unofficial letter (more than one letter);9. VESTERBRO;3
Only uncertain unofficial letter (more than one letter);10. FALKONER;6
Only uncertain unofficial letter (more than one letter);11. SLOTS;0
Only uncertain unofficial letter (more than one letter);12. TÅRNBY;1
Only uncertain unofficial letter (more than one letter);KØBENHAVNS OMEGNS STORKREDS;9
Only uncertain unofficial letter (more than one letter);1. GENTOFTE;0
Only uncertain unofficial letter (more than one letter);2. LYNGBY;1
Only uncertain unofficial letter (more than one letter);3. GLADSAXE;2
Only uncertain unofficial letter (more than one letter);4. RØDOVRE;2
Only uncertain unofficial letter (more than one letter);5. HVIDOVRE;1
Only uncertain unofficial letter (more than one letter);6. BRØNDBY;2
Only uncertain unofficial letter (more than one letter);7. TAASTRUP;1
Only uncertain unofficial letter (more than one letter);8. BALLERUP;0
Only uncertain unofficial letter (more than one letter);NORDSJÆLLANDS STORKREDS;6
Only uncertain unofficial letter (more than one letter);1. HELSINGØR;3
Only uncertain unofficial letter (more than one letter);2. FREDENSBORG;1
Only uncertain unofficial letter (more than one letter);3. HILLERØD;0
Only uncertain unofficial letter (more than one letter);4. FREDERIKSSUND;1
Only uncertain unofficial letter (more than one letter);5. EGEDAL;0
Only uncertain unofficial letter (more than one letter);6. RUDERSDAL;1
Only uncertain unofficial letter (more than one letter);BORNHOLMS STORKREDS;0
Only uncertain unofficial letter (more than one letter);1. RØNNE;0
Only uncertain unofficial letter (more than one letter);2. AAKIRKEBY;0
Only uncertain unofficial letter (more than one letter);SJÆLLAND-SYDDANMARK;43
Only uncertain unofficial letter (more than one letter);SJÆLLANDS STORKREDS;17
Only uncertain unofficial letter (more than one letter);1. LOLLAND;0
Only uncertain unofficial letter (more than one letter);2. GULDBORGSUND;1
Only uncertain unofficial letter (more than one letter);3. VORDINGBORG;0
Only uncertain unofficial letter (more than one letter);4. NÆSTVED;5
Only uncertain unofficial letter (more than one letter);5. FAXE;1
Only uncertain unofficial letter (more than one letter);6. KØGE;1
Only uncertain unofficial letter (more than one letter);7. GREVE;0
Only uncertain unofficial letter (more than one letter);8. ROSKILDE;2
Only uncertain unofficial letter (more than one letter);9. HOLBÆK;2
Only uncertain unofficial letter (more than one letter);10. KALUNDBORG;2
Only uncertain unofficial letter (more than one letter);11. RINGSTED;0
Only uncertain unofficial letter (more than one letter);12. SLAGELSE;3
Only uncertain unofficial letter (more than one letter);FYNS STORKREDS;10
Only uncertain unofficial letter (more than one letter);1. ODENSE ØST;2
Only uncertain unofficial letter (more than one letter);2. ODENSE VEST;1
Only uncertain unofficial letter (more than one letter);3. ODENSE SYD;1
Only uncertain unofficial letter (more than one letter);4. ASSENS;0
Only uncertain unofficial letter (more than one letter);5. MIDDELFART;3
Only uncertain unofficial letter (more than one letter);6. NYBORG;3
Only uncertain unofficial letter (more than one letter);7. SVENDBORG;0
Only uncertain unofficial letter (more than one letter);8. FAABORG;0
Only uncertain unofficial letter (more than one letter);SYDJYLLANDS STORKREDS;16
Only uncertain unofficial letter (more than one letter);1. SØNDERBORG;2
Only uncertain unofficial letter (more than one letter);2. AABENRAA;2
Only uncertain unofficial letter (more than one letter);3. TØNDER;0
Only uncertain unofficial letter (more than one letter);4. ESBJERG BY;1
Only uncertain unofficial letter (more than one letter);5. ESBJERG OMEGN;0
Only uncertain unofficial letter (more than one letter);6. VARDE;1
Only uncertain unofficial letter (more than one letter);7. VEJEN;0
Only uncertain unofficial letter (more than one letter);8. VEJLE NORD;0
Only uncertain unofficial letter (more than one letter);9. VEJLE SYD;1
Only uncertain unofficial letter (more than one letter);10. FREDERICIA;5
Only uncertain unofficial letter (more than one letter);11. KOLDING NORD;1
Only uncertain unofficial letter (more than one letter);12. KOLDING SYD;2
Only uncertain unofficial letter (more than one letter);13. HADERSLEV;1
Only uncertain unofficial letter (more than one letter);MIDTJYLLAND-NORDJYLLAND;22
Only uncertain unofficial letter (more than one letter);ØSTJYLLANDS STORKREDS;13
Only uncertain unofficial letter (more than one letter);1. ÅRHUS SYD;0
Only uncertain unofficial letter (more than one letter);2. ÅRHUS VEST;0
Only uncertain unofficial letter (more than one letter);3. ÅRHUS NORD;0
Only uncertain unofficial letter (more than one letter);4. ÅRHUS ØST;0
Only uncertain unofficial letter (more than one letter);5. DJURS;2
Only uncertain unofficial letter (more than one letter);6. RANDERS NORD;0
Only uncertain unofficial letter (more than one letter);7. RANDERS SYD;0
Only uncertain unofficial letter (more than one letter);8. FAVRSKOV;0
Only uncertain unofficial letter (more than one letter);9. SKANDERBORG;7
Only uncertain unofficial letter (more than one letter);10. HORSENS;2
Only uncertain unofficial letter (more than one letter);11. HEDENSTED;2
Only uncertain unofficial letter (more than one letter);VESTJYLLANDS STORKREDS;5
Only uncertain unofficial letter (more than one letter);9. HERNING NORD;0
Only uncertain unofficial letter (more than one letter);10. HOLSTEBRO;1
Only uncertain unofficial letter (more than one letter);11. RINGKØBING;0
